filename,width,height,class,xmin,ymin,xmax,ymax
680.jpg,252,200,nail,38,65,47,84
680.jpg,252,200,nail,13,37,25,48
681.jpg,275,183,nail,95,23,113,51
681.jpg,275,183,nail,161,23,180,51
681.jpg,275,183,nail,224,23,241,52
681.jpg,275,183,nail,28,23,46,51
681.jpg,275,183,nail,28,102,46,129
681.jpg,275,183,nail,95,100,113,130
681.jpg,275,183,nail,162,101,177,129
681.jpg,275,183,nail,226,101,242,129
682.jpg,391,129,nail,34,61,52,76
682.jpg,391,129,nail,133,19,162,55
682.jpg,391,129,nail,156,10,180,47
682.jpg,391,129,nail,178,3,197,43
682.jpg,391,129,nail,201,2,221,45
682.jpg,391,129,nail,168,75,185,115
682.jpg,391,129,nail,184,78,204,117
682.jpg,391,129,nail,201,81,224,121
682.jpg,391,129,nail,217,89,243,125
682.jpg,391,129,nail,308,1,324,29
682.jpg,391,129,nail,320,15,337,39
682.jpg,391,129,nail,54,94,68,108
683.jpg,300,168,nail,38,26,64,54
683.jpg,300,168,nail,22,71,50,99
683.jpg,300,168,nail,55,96,81,122
683.jpg,300,168,nail,122,120,148,145
684.jpg,222,227,nail,91,88,118,125
684.jpg,222,227,nail,176,78,196,111
684.jpg,222,227,nail,191,141,217,187
684.jpg,222,227,nail,152,168,180,218
684.jpg,222,227,nail,88,155,111,199
684.jpg,222,227,nail,21,120,39,155
684.jpg,222,227,nail,34,80,61,116
684.jpg,222,227,nail,2,35,29,72
685.jpg,299,168,nail,150,78,213,146
685.jpg,299,168,nail,231,103,286,156
685.jpg,299,168,nail,115,104,177,168
685.jpg,299,168,nail,12,105,90,155
685.jpg,299,168,nail,69,1,110,81
685.jpg,299,168,nail,125,1,163,79
685.jpg,299,168,nail,176,1,210,72
685.jpg,299,168,nail,8,1,59,80
686.jpg,264,191,nail,79,1,100,35
686.jpg,264,191,nail,104,47,126,79
686.jpg,264,191,nail,126,65,151,100
686.jpg,264,191,nail,148,78,175,116
686.jpg,264,191,nail,111,114,139,149
686.jpg,264,191,nail,65,103,95,138
686.jpg,264,191,nail,46,133,75,166
686.jpg,264,191,nail,155,118,183,148
686.jpg,264,191,nail,177,145,202,169
687.jpg,225,225,nail,70,177,90,215
687.jpg,225,225,nail,125,179,148,216
687.jpg,225,225,nail,170,158,191,193
687.jpg,225,225,nail,201,122,219,156
687.jpg,225,225,nail,9,104,25,145
688.jpg,244,206,nail,128,15,181,67
688.jpg,244,206,nail,92,49,150,104
688.jpg,244,206,nail,93,111,158,163
688.jpg,244,206,nail,105,168,156,206
689.jpg,214,236,nail,48,72,70,112
689.jpg,214,236,nail,90,85,118,138
689.jpg,214,236,nail,69,121,92,170
689.jpg,214,236,nail,101,28,134,81
689.jpg,214,236,nail,135,5,162,64
689.jpg,214,236,nail,149,47,181,101
689.jpg,214,236,nail,121,105,156,159
689.jpg,214,236,nail,175,158,202,204
690.jpg,258,195,nail,113,19,146,82
690.jpg,258,195,nail,20,66,89,98
690.jpg,258,195,nail,11,99,84,134
690.jpg,258,195,nail,99,26,119,53
690.jpg,258,195,nail,194,26,242,101
690.jpg,258,195,nail,137,35,184,117
690.jpg,258,195,nail,28,127,118,161
690.jpg,258,195,nail,116,154,188,183
691.jpg,225,224,nail,130,43,140,66
691.jpg,225,224,nail,85,125,100,150
691.jpg,225,224,nail,62,141,80,165
691.jpg,225,224,nail,42,124,58,147
691.jpg,225,224,nail,15,86,30,106
691.jpg,225,224,nail,106,141,126,164
691.jpg,225,224,nail,109,170,132,195
691.jpg,225,224,nail,139,173,162,195
691.jpg,225,224,nail,182,169,203,187
691.jpg,225,224,nail,136,53,156,75
692.jpg,259,194,nail,112,59,130,71
692.jpg,259,194,nail,101,94,122,108
692.jpg,259,194,nail,122,104,145,118
692.jpg,259,194,nail,158,121,174,133
692.jpg,259,194,nail,57,63,80,74
692.jpg,259,194,nail,72,16,88,37
692.jpg,259,194,nail,49,26,56,38
695.jpg,224,225,nail,152,41,174,68
695.jpg,224,225,nail,132,66,154,96
695.jpg,224,225,nail,148,100,164,128
695.jpg,224,225,nail,94,128,118,159
695.jpg,224,225,nail,54,139,79,176
695.jpg,224,225,nail,34,120,55,151
695.jpg,224,225,nail,58,31,79,58
695.jpg,224,225,nail,35,25,48,52
695.jpg,224,225,nail,94,59,116,89
696.jpg,302,167,nail,185,8,206,33
696.jpg,302,167,nail,228,20,255,45
696.jpg,302,167,nail,192,49,211,76
696.jpg,302,167,nail,179,89,202,119
696.jpg,302,167,nail,158,135,181,162
696.jpg,302,167,nail,115,43,136,72
696.jpg,302,167,nail,52,35,82,66
698.jpg,318,159,nail,235,28,285,65
698.jpg,318,159,nail,226,60,278,94
698.jpg,318,159,nail,230,85,285,114
698.jpg,318,159,nail,251,99,302,124
698.jpg,318,159,nail,169,32,182,48
698.jpg,318,159,nail,135,15,152,33
698.jpg,318,159,nail,112,13,130,34
698.jpg,318,159,nail,106,31,118,47
698.jpg,318,159,nail,112,89,126,106
698.jpg,318,159,nail,66,45,89,71
698.jpg,318,159,nail,31,64,55,94
698.jpg,318,159,nail,10,62,31,90
698.jpg,318,159,nail,1,38,17,62
699.jpg,225,224,nail,44,35,78,59
699.jpg,225,224,nail,36,64,72,86
699.jpg,225,224,nail,53,81,90,100
699.jpg,225,224,nail,116,89,145,105
699.jpg,225,224,nail,136,139,158,174
699.jpg,225,224,nail,111,114,131,159
699.jpg,225,224,nail,79,112,109,163
699.jpg,225,224,nail,49,120,80,164
700.jpg,310,163,nail,210,16,228,47
700.jpg,310,163,nail,220,31,242,63
700.jpg,310,163,nail,236,42,260,71
700.jpg,310,163,nail,264,39,288,61
700.jpg,310,163,nail,287,81,304,107
700.jpg,310,163,nail,265,73,281,105
700.jpg,310,163,nail,249,67,263,103
700.jpg,310,163,nail,225,77,239,111
700.jpg,310,163,nail,114,40,136,73
700.jpg,310,163,nail,137,63,155,107
700.jpg,310,163,nail,147,90,174,123
700.jpg,310,163,nail,149,121,175,146
700.jpg,310,163,nail,7,67,33,87
700.jpg,310,163,nail,2,87,29,104
700.jpg,310,163,nail,2,103,35,116
700.jpg,310,163,nail,14,116,40,127
700.jpg,310,163,nail,64,29,86,36
701.jpg,195,259,nail,104,53,182,101
701.jpg,195,259,nail,108,100,187,143
701.jpg,195,259,nail,106,142,185,175
701.jpg,195,259,nail,105,178,174,203
701.jpg,195,259,nail,1,177,25,246
701.jpg,195,259,nail,47,1,132,23
702.jpg,225,225,nail,176,109,213,168
702.jpg,225,225,nail,93,45,133,88
702.jpg,225,225,nail,172,19,197,57
702.jpg,225,225,nail,90,138,128,186
702.jpg,225,225,nail,27,102,58,141
702.jpg,225,225,nail,12,18,44,67
702.jpg,225,225,nail,30,49,74,97
702.jpg,225,225,nail,144,144,187,203
703.jpg,268,188,nail,210,94,231,142
703.jpg,268,188,nail,178,100,218,167
703.jpg,268,188,nail,117,92,163,156
703.jpg,268,188,nail,76,105,109,159
703.jpg,268,188,nail,29,112,60,154
704.jpg,224,225,nail,116,12,137,32
704.jpg,224,225,nail,172,41,189,59
704.jpg,224,225,nail,177,89,193,114
704.jpg,224,225,nail,165,109,181,137
704.jpg,224,225,nail,54,139,86,168
704.jpg,224,225,nail,76,92,91,111
704.jpg,224,225,nail,72,47,92,71
704.jpg,224,225,nail,90,19,110,40
705.jpg,225,225,nail,165,7,205,50
705.jpg,225,225,nail,166,56,206,94
705.jpg,225,225,nail,125,66,173,103
705.jpg,225,225,nail,51,67,86,94
705.jpg,225,225,nail,101,120,130,169
705.jpg,225,225,nail,138,135,169,183
705.jpg,225,225,nail,71,133,98,179
705.jpg,225,225,nail,34,176,59,220
706.jpg,225,225,nail,110,65,136,86
706.jpg,225,225,nail,147,20,164,48
706.jpg,225,225,nail,115,8,132,33
706.jpg,225,225,nail,55,51,84,76
706.jpg,225,225,nail,29,66,54,91
706.jpg,225,225,nail,16,95,42,119
706.jpg,225,225,nail,53,192,90,222
706.jpg,225,225,nail,65,34,81,56
706.jpg,225,225,nail,134,1,151,24
707.jpg,272,185,nail,232,87,257,112
707.jpg,272,185,nail,191,108,210,141
707.jpg,272,185,nail,158,100,186,132
707.jpg,272,185,nail,131,69,160,102
707.jpg,272,185,nail,100,21,128,41
707.jpg,272,185,nail,87,141,130,175
707.jpg,272,185,nail,120,95,152,125
708.jpg,300,168,nail,174,51,184,60
708.jpg,300,168,nail,155,38,165,49
708.jpg,300,168,nail,142,35,153,46
708.jpg,300,168,nail,134,45,144,58
708.jpg,300,168,nail,133,92,141,104
708.jpg,300,168,nail,81,108,91,119
708.jpg,300,168,nail,55,76,64,86
708.jpg,300,168,nail,41,73,51,84
708.jpg,300,168,nail,33,83,41,93
708.jpg,300,168,nail,28,103,35,113
709.jpg,268,188,nail,169,15,215,70
709.jpg,268,188,nail,138,58,188,115
709.jpg,268,188,nail,90,65,137,120
709.jpg,268,188,nail,7,26,47,71
709.jpg,268,188,nail,186,120,234,180
709.jpg,268,188,nail,138,122,186,181
709.jpg,268,188,nail,102,138,140,188
709.jpg,268,188,nail,70,150,99,188
710.jpg,194,259,nail,27,102,49,125
710.jpg,194,259,nail,37,93,63,120
710.jpg,194,259,nail,50,83,73,108
710.jpg,194,259,nail,62,74,84,101
710.jpg,194,259,nail,54,17,79,46
710.jpg,194,259,nail,105,47,117,80
710.jpg,194,259,nail,123,75,137,111
710.jpg,194,259,nail,139,77,154,113
710.jpg,194,259,nail,154,85,169,121
710.jpg,194,259,nail,165,91,180,121
711.jpg,182,276,nail,99,132,126,169
711.jpg,182,276,nail,61,118,81,147
711.jpg,182,276,nail,55,173,77,198
711.jpg,182,276,nail,99,193,124,225
712.jpg,272,185,nail,173,17,221,52
712.jpg,272,185,nail,135,32,189,70
712.jpg,272,185,nail,131,60,180,98
712.jpg,272,185,nail,159,101,193,133
712.jpg,272,185,nail,39,19,85,55
712.jpg,272,185,nail,73,36,127,72
712.jpg,272,185,nail,82,64,127,100
712.jpg,272,185,nail,76,102,110,129
713.jpg,225,224,nail,68,20,136,90
713.jpg,225,224,nail,173,90,210,143
713.jpg,225,224,nail,124,111,153,175
713.jpg,225,224,nail,69,119,103,186
713.jpg,225,224,nail,11,117,47,177
714.jpg,225,225,nail,76,12,105,41
714.jpg,225,225,nail,95,57,115,89
714.jpg,225,225,nail,111,86,135,119
714.jpg,225,225,nail,131,104,153,138
714.jpg,225,225,nail,150,126,168,150
715.jpg,196,257,nail,50,39,76,72
715.jpg,196,257,nail,68,9,101,43
715.jpg,196,257,nail,103,1,139,39
715.jpg,196,257,nail,50,96,70,122
715.jpg,196,257,nail,87,87,130,121
715.jpg,196,257,nail,121,107,163,143
715.jpg,196,257,nail,131,138,169,176
715.jpg,196,257,nail,123,195,147,226
716.jpg,209,241,nail,68,30,95,59
716.jpg,209,241,nail,125,17,166,49
716.jpg,209,241,nail,161,15,197,52
716.jpg,209,241,nail,175,51,209,79
716.jpg,209,241,nail,133,157,169,185
717.jpg,260,194,nail,146,10,175,66
717.jpg,260,194,nail,110,15,137,74
717.jpg,260,194,nail,92,37,121,89
717.jpg,260,194,nail,73,57,103,98
717.jpg,260,194,nail,98,94,166,120
717.jpg,260,194,nail,43,134,88,194
717.jpg,260,194,nail,98,145,168,178
717.jpg,260,194,nail,113,184,168,194
718.jpg,299,168,nail,216,76,254,111
718.jpg,299,168,nail,176,31,228,81
718.jpg,299,168,nail,133,1,191,48
718.jpg,299,168,nail,100,11,142,62
718.jpg,299,168,nail,79,46,133,91
718.jpg,299,168,nail,17,56,78,101
718.jpg,299,168,nail,49,92,105,145
718.jpg,299,168,nail,80,129,129,168
720.jpg,387,130,nail,338,43,362,76
720.jpg,387,130,nail,276,86,305,121
720.jpg,387,130,nail,222,93,255,127
721.jpg,214,235,nail,67,53,107,90
721.jpg,214,235,nail,56,87,99,125
721.jpg,214,235,nail,49,124,91,152
721.jpg,214,235,nail,41,150,76,171
721.jpg,214,235,nail,102,127,136,168
721.jpg,214,235,nail,114,93,148,129
721.jpg,214,235,nail,153,90,190,126
721.jpg,214,235,nail,92,196,119,230
721.jpg,214,235,nail,41,1,89,22
722.jpg,299,169,nail,124,33,173,90
722.jpg,299,169,nail,211,84,266,147
722.jpg,299,169,nail,187,128,246,169
722.jpg,299,169,nail,127,130,186,169
722.jpg,299,169,nail,46,96,88,145
722.jpg,299,169,nail,33,1,78,55
722.jpg,299,169,nail,65,41,114,96
722.jpg,299,169,nail,181,1,206,41
724.jpg,225,225,nail,23,49,64,89
724.jpg,225,225,nail,81,32,133,82
724.jpg,225,225,nail,32,131,64,190
724.jpg,225,225,nail,65,134,106,202
724.jpg,225,225,nail,112,125,156,204
724.jpg,225,225,nail,169,134,215,211
724.jpg,225,225,nail,128,4,188,65
724.jpg,225,225,nail,167,1,216,24
725.jpg,190,265,nail,113,28,163,89
725.jpg,190,265,nail,95,58,148,125
725.jpg,190,265,nail,61,65,125,132
725.jpg,190,265,nail,1,59,65,130
725.jpg,190,265,nail,39,141,69,213
725.jpg,190,265,nail,68,144,97,230
725.jpg,190,265,nail,102,148,133,237
725.jpg,190,265,nail,141,148,172,232
726.jpg,225,225,nail,59,9,99,77
726.jpg,225,225,nail,90,50,134,118
726.jpg,225,225,nail,122,50,172,112
726.jpg,225,225,nail,181,33,225,82
726.jpg,225,225,nail,11,111,57,177
726.jpg,225,225,nail,51,100,91,171
726.jpg,225,225,nail,88,124,118,188
726.jpg,225,225,nail,118,157,142,218
727.jpg,198,254,nail,15,67,34,90
727.jpg,198,254,nail,26,149,43,177
727.jpg,198,254,nail,38,170,56,202
727.jpg,198,254,nail,57,169,76,200
727.jpg,198,254,nail,76,189,92,211
727.jpg,198,254,nail,104,210,124,239
727.jpg,198,254,nail,128,216,146,247
727.jpg,198,254,nail,143,195,161,225
727.jpg,198,254,nail,94,148,109,167
727.jpg,198,254,nail,171,118,187,137
728.jpg,225,225,nail,117,72,149,88
728.jpg,225,225,nail,142,139,166,163
728.jpg,225,225,nail,130,166,151,182
728.jpg,225,225,nail,115,195,135,211
729.jpg,300,168,nail,16,48,53,104
729.jpg,300,168,nail,52,63,86,108
729.jpg,300,168,nail,85,56,118,100
729.jpg,300,168,nail,118,61,135,100
729.jpg,300,168,nail,8,102,46,155
729.jpg,300,168,nail,48,103,84,155
729.jpg,300,168,nail,84,102,118,146
729.jpg,300,168,nail,117,106,147,147
729.jpg,300,168,nail,168,70,192,115
729.jpg,300,168,nail,194,71,220,118
729.jpg,300,168,nail,224,77,249,125
729.jpg,300,168,nail,251,80,275,127
729.jpg,300,168,nail,161,110,214,150
730.jpg,208,242,nail,131,69,176,107
730.jpg,208,242,nail,131,124,151,174
730.jpg,208,242,nail,105,112,128,172
730.jpg,208,242,nail,75,128,101,191
730.jpg,208,242,nail,45,155,72,214
730.jpg,208,242,nail,18,27,66,80
730.jpg,208,242,nail,3,78,64,135
730.jpg,208,242,nail,40,84,105,140
731.jpg,225,225,nail,59,27,98,66
731.jpg,225,225,nail,56,64,101,103
731.jpg,225,225,nail,85,78,129,111
731.jpg,225,225,nail,138,70,183,99
731.jpg,225,225,nail,151,116,169,161
731.jpg,225,225,nail,127,119,145,167
731.jpg,225,225,nail,101,112,122,161
731.jpg,225,225,nail,71,112,98,156
731.jpg,225,225,nail,30,164,51,211
732.jpg,225,225,nail,163,82,209,154
732.jpg,225,225,nail,102,53,157,120
732.jpg,225,225,nail,58,24,106,89
732.jpg,225,225,nail,27,29,75,82
733.jpg,353,143,nail,213,119,225,127
733.jpg,353,143,nail,198,96,209,106
733.jpg,353,143,nail,194,86,206,94
733.jpg,353,143,nail,203,77,215,85
733.jpg,353,143,nail,249,70,261,76
733.jpg,353,143,nail,251,58,265,68
733.jpg,353,143,nail,212,62,222,70
733.jpg,353,143,nail,201,53,212,63
733.jpg,353,143,nail,207,40,219,50
733.jpg,353,143,nail,220,17,229,22
733.jpg,353,143,nail,209,20,216,27
733.jpg,353,143,nail,187,29,196,39
733.jpg,353,143,nail,170,29,178,38
733.jpg,353,143,nail,164,20,172,29
733.jpg,353,143,nail,153,29,161,37
733.jpg,353,143,nail,149,37,158,49
733.jpg,353,143,nail,136,36,145,44
733.jpg,353,143,nail,116,33,123,41
733.jpg,353,143,nail,105,47,117,53
733.jpg,353,143,nail,124,59,136,65
733.jpg,353,143,nail,136,65,150,74
733.jpg,353,143,nail,132,76,145,81
733.jpg,353,143,nail,93,93,107,102
733.jpg,353,143,nail,96,101,110,112
733.jpg,353,143,nail,141,89,152,100
733.jpg,353,143,nail,153,97,166,108
733.jpg,353,143,nail,151,111,163,121
733.jpg,353,143,nail,142,127,154,139
734.jpg,216,233,nail,143,166,166,207
734.jpg,216,233,nail,112,111,145,154
734.jpg,216,233,nail,85,88,118,127
734.jpg,216,233,nail,42,96,76,135
734.jpg,216,233,nail,2,130,13,166
734.jpg,216,233,nail,141,64,174,85
734.jpg,216,233,nail,86,54,123,81
734.jpg,216,233,nail,55,35,90,68
734.jpg,216,233,nail,59,1,92,25
735.jpg,300,168,nail,232,19,299,75
735.jpg,300,168,nail,92,1,151,69
735.jpg,300,168,nail,87,50,154,117
735.jpg,300,168,nail,144,54,209,117
735.jpg,300,168,nail,132,150,155,168
735.jpg,300,168,nail,100,142,124,168
735.jpg,300,168,nail,61,131,107,168
736.jpg,225,224,nail,164,124,185,147
736.jpg,225,224,nail,153,145,176,171
736.jpg,225,224,nail,128,142,148,168
736.jpg,225,224,nail,101,113,119,133
736.jpg,225,224,nail,83,131,100,153
736.jpg,225,224,nail,55,120,78,140
736.jpg,225,224,nail,33,109,50,131
736.jpg,225,224,nail,32,88,47,106
736.jpg,225,224,nail,48,6,59,22
738.jpg,224,225,nail,104,18,147,87
738.jpg,224,225,nail,63,1,98,39
738.jpg,224,225,nail,136,28,172,95
738.jpg,224,225,nail,125,129,159,174
738.jpg,224,225,nail,29,106,66,165
738.jpg,224,225,nail,43,152,85,224
738.jpg,224,225,nail,72,155,114,217
738.jpg,224,225,nail,164,1,194,51
738.jpg,224,225,nail,32,42,65,76
739.jpg,201,251,nail,47,25,61,48
739.jpg,201,251,nail,31,40,44,60
739.jpg,201,251,nail,3,110,15,131
739.jpg,201,251,nail,63,40,76,64
739.jpg,201,251,nail,84,71,95,89
739.jpg,201,251,nail,134,35,154,46
739.jpg,201,251,nail,161,50,182,62
739.jpg,201,251,nail,175,65,199,80
739.jpg,201,251,nail,164,85,185,96
741.jpg,225,225,nail,146,60,170,78
741.jpg,225,225,nail,124,79,143,106
741.jpg,225,225,nail,165,85,187,101
741.jpg,225,225,nail,155,109,175,122
741.jpg,225,225,nail,146,131,163,144
741.jpg,225,225,nail,107,137,126,159
741.jpg,225,225,nail,72,151,96,179
741.jpg,225,225,nail,81,119,101,144
741.jpg,225,225,nail,57,117,76,143
741.jpg,225,225,nail,42,113,56,136
744.jpg,194,259,nail,27,81,86,108
744.jpg,194,259,nail,83,30,125,54
744.jpg,194,259,nail,4,121,69,150
744.jpg,194,259,nail,1,164,41,186
744.jpg,194,259,nail,102,1,128,6
745.jpg,225,225,nail,61,42,98,87
745.jpg,225,225,nail,49,94,67,130
745.jpg,225,225,nail,69,80,108,129
745.jpg,225,225,nail,101,86,143,125
745.jpg,225,225,nail,159,72,195,108
745.jpg,225,225,nail,140,117,159,164
745.jpg,225,225,nail,111,138,137,192
745.jpg,225,225,nail,86,127,112,174
746.jpg,225,225,nail,96,48,150,108
746.jpg,225,225,nail,151,20,209,81
746.jpg,225,225,nail,52,69,97,131
746.jpg,225,225,nail,7,116,39,167
747.jpg,225,225,nail,80,68,101,107
747.jpg,225,225,nail,100,72,123,116
747.jpg,225,225,nail,118,82,143,123
747.jpg,225,225,nail,139,95,158,129
747.jpg,225,225,nail,62,10,88,52
747.jpg,225,225,nail,49,133,86,168
747.jpg,225,225,nail,53,171,88,204
747.jpg,225,225,nail,74,123,112,153
747.jpg,225,225,nail,121,132,159,158
748.jpg,277,182,nail,70,40,107,70
748.jpg,277,182,nail,53,60,98,113
748.jpg,277,182,nail,35,94,78,152
748.jpg,277,182,nail,99,72,145,117
748.jpg,277,182,nail,180,109,214,150
748.jpg,277,182,nail,190,53,234,96
748.jpg,277,182,nail,175,10,218,56
748.jpg,277,182,nail,140,12,188,50
749.jpg,348,145,nail,296,37,320,62
749.jpg,348,145,nail,258,51,284,83
749.jpg,348,145,nail,234,39,257,73
749.jpg,348,145,nail,214,21,234,54
749.jpg,348,145,nail,272,89,296,118
749.jpg,348,145,nail,257,110,280,136
749.jpg,348,145,nail,232,117,262,144
749.jpg,348,145,nail,205,116,228,139
749.jpg,348,145,nail,92,25,112,47
749.jpg,348,145,nail,78,53,103,76
749.jpg,348,145,nail,91,70,115,87
749.jpg,348,145,nail,125,80,146,94
749.jpg,348,145,nail,77,96,94,122
749.jpg,348,145,nail,63,116,85,141
749.jpg,348,145,nail,39,113,61,136
749.jpg,348,145,nail,15,107,34,125
749.jpg,348,145,nail,77,21,89,32
751.jpg,261,193,nail,144,14,161,44
751.jpg,261,193,nail,171,28,187,56
751.jpg,261,193,nail,117,35,133,64
751.jpg,261,193,nail,134,91,156,108
751.jpg,261,193,nail,79,79,92,100
751.jpg,261,193,nail,72,98,98,119
751.jpg,261,193,nail,42,112,71,132
751.jpg,261,193,nail,44,139,65,160
752.jpg,220,229,nail,97,120,117,146
752.jpg,220,229,nail,71,107,93,137
752.jpg,220,229,nail,24,71,36,95
752.jpg,220,229,nail,44,69,65,94
752.jpg,220,229,nail,135,97,153,120
756.jpg,244,206,nail,147,54,175,78
756.jpg,244,206,nail,151,85,184,108
756.jpg,244,206,nail,174,121,191,146
756.jpg,244,206,nail,117,103,150,124
756.jpg,244,206,nail,112,145,138,177
756.jpg,244,206,nail,65,151,92,186
756.jpg,244,206,nail,56,119,85,136
756.jpg,244,206,nail,46,136,68,154
